3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
 2641 Tl 215 134  81 -1661.399001 -7.727437 0.215000  1  4.520000 0.429000  2  8.354997 0.643000  2  7.913410 0.242051  1  0.000001 0.000001  0
 2642 Tl 216 135  81 -1664.809001 -7.707449 0.216000  1  3.410000 0.431000  2  8.767997 0.646000  2  7.930000 0.430000  2  0.000001 0.000001  0
 2643 Tl 217 136  81 -1669.264001 -7.692461 0.434000  1  4.455000 0.650000  2  8.757997 0.866000  2  7.865000 0.649000  2  0.000001 0.000001  0
 2644 Tl 218 137  81 -1672.381001 -7.671472 0.436000  1  3.117000 0.870000  2  0.000001 0.000001  0  7.572000 0.652000  2  0.000001 0.000001  0
 2645 Pb 178  96  82 -1368.399382 -7.687637 0.024030  0  0.000001 0.000001  0  0.356822 0.045624  0  0.000001 0.000001  0 -0.815662 0.035118  0
 2646 Pb 179  97  82 -1377.994414 -7.698293 0.075538  0  9.595032 0.099568  0  0.469413 0.253538  1  0.000001 0.000001  0 -0.289554 0.150586  0
 2647 Pb 180  98  82 -1390.057642 -7.722542 0.012420  0 12.063228 0.087958  0  0.944468 0.051263  0 21.658260 0.036450  0  0.169024 0.023278  0
 2648 Pb 181  99  82 -1399.305009 -7.730967 0.075477  0  9.247367 0.087897  0  1.002388 0.135417  0 21.310595 0.151015  0  0.732761 0.102685  0
 2649 Pb 182 100  82 -1411.084066 -7.753209 0.012012  0 11.779057 0.087489  0  1.297907 0.021062  0 21.026424 0.024432  0  1.118262 0.024612  0
 2650 Pb 183 101  82 -1419.905458 -7.759046 0.028182  0  8.821392 0.040194  0  1.518937 0.040012  0 20.600449 0.103659  0  1.457555 0.043567  0
 2651 Pb 184 102  82 -1431.453042 -7.779636 0.012880  0 11.547584 0.041062  0  1.735882 0.022213  0 20.368976 0.024892  0  2.018134 0.022708  0
 2652 Pb 185 103  82 -1440.014062 -7.783860 0.016095  0  8.561020 0.028975  0  1.929597 0.026031  0 20.108604 0.044277  0  2.280054 0.023232  0
 2653 Pb 186 104  82 -1451.226184 -7.802291 0.011346  0 11.212122 0.027441  0  2.195808 0.032066  0 19.773142 0.024226  0  2.876652 0.021466  0
 2654 Pb 187 105  82 -1459.602442 -7.805361 0.005049  0  8.376258 0.016395  0  2.371931 0.027369  0 19.588380 0.021144  0  3.346908 0.018739  0
 2655 Pb 188 106  82 -1470.502126 -7.821820 0.010716  0 10.899684 0.015765  0  2.642357 0.018757  0 19.275942 0.022062  0  3.819762 0.022434  0
 2656 Pb 189 107  82 -1478.602153 -7.823292 0.013986  0  8.100027 0.024702  0  2.779188 0.043878  0 18.999711 0.019035  0  4.269580 0.027824  0
 2657 Pb 190 108  82 -1489.246152 -7.838138 0.012540  0 10.643999 0.026526  0  3.072121 0.020856  0 18.744026 0.023256  0  4.758372 0.024760  0
 2658 Pb 191 109  82 -1497.131975 -7.838387 0.037245  0  7.885823 0.049785  0  3.130814 0.045225  0 18.529822 0.051231  0  5.148280 0.068808  0
 2659 Pb 192 110  82 -1507.528090 -7.851709 0.013248  0 10.396115 0.050493  0  3.544585 0.020506  0 18.281938 0.025788  0  5.728856 0.029208  0
 2660 Pb 193 111  82 -1515.238009 -7.850974 0.049601  0  7.709919 0.062849  0  3.593936 0.081281  0 18.106034 0.086846  0  6.146205 0.071948  0
 2661 Pb 194 112  82 -1525.322734 -7.862488 0.017460  0 10.084725 0.067061  0  4.002341 0.024215  0 17.794644 0.030708  0  6.740058 0.033012  0
 2662 Pb 195 113  82 -1532.893702 -7.860993 0.017940  0  7.570968 0.035400  0  4.041821 0.031908  0 17.655693 0.067541  0  7.189102 0.033380  0
 2663 Pb 196 114  82 -1542.605694 -7.870437 0.007644  0  9.711992 0.025584  0  4.464733 0.018759  0 17.282960 0.025104  0  7.707872 0.010554  0
 2664 Pb 197 115  82 -1550.074196 -7.868397 0.004728  0  7.468502 0.012372  0  4.520551 0.016880  0 17.180494 0.022668  0  8.275777 0.027933  0
 2665 Pb 198 116  82 -1559.467504 -7.876099 0.008712  0  9.393308 0.013440  0  4.997427 0.025063  0 16.861810 0.016356  0  8.785176 0.011652  0
 2666 Pb 199 117  82 -1566.703106 -7.872880 0.009950  0  7.235602 0.018662  0  4.974705 0.017474  0 16.628910 0.014678  0  9.235022 0.013102  0
 2667 Pb 200 118  82 -1575.793642 -7.878968 0.011000  0  9.090536 0.020950  0  5.463118 0.038860  0 16.326138 0.019712  0  9.840342 0.011396  0
 2668 Pb 201 119  82 -1582.884919 -7.875049 0.013668  0  7.091277 0.024668  0  5.495318 0.019468  0 16.181813 0.023618  0 10.268394 0.014265  0
 2669 Pb 202 120  82 -1591.625942 -7.879336 0.003838  0  8.741023 0.017506  0  6.031470 0.018109  0 15.832300 0.014838  0 10.980938 0.004438  0
 2670 Pb 203 121  82 -1598.543233 -7.874597 0.006496  0  6.917291 0.010334  0  6.077994 0.008112  0 15.658314 0.020164  0 11.667669 0.007300  0
 2671 Pb 204 122  82 -1606.937770 -7.877146 0.001224  0  8.394537 0.007720  0  6.620010 0.002442  0 15.311828 0.005062  0 12.308066 0.001830  0
 2672 Pb 205 123  82 -1613.669497 -7.871559 0.001230  0  6.731727 0.002454  0  6.695804 0.002454  0 15.126264 0.007726  0 13.044647 0.002854  0
 2673 Pb 206 124  82 -1621.756214 -7.872603 0.001236  0  8.086717 0.002466  0  7.236443 0.002466  0 14.818444 0.002460  0 13.639030 0.001644  0
 2674 Pb 207 125  82 -1628.493904 -7.867120 0.001242  0  6.737690 0.002478  0  7.470377 0.002478  0 14.824407 0.002472  0 14.707840 0.004932  0
 2675 Pb 208 126  82 -1635.861866 -7.864721 0.001248  0  7.367962 0.002490  0  7.985886 0.006630  0 14.105652 0.002484  0 15.346430 0.021642  0
 2676 Pb 209 127  82 -1639.799074 -7.845929 0.001672  0  3.937208 0.002920  0  8.136009 0.003544  0 11.305170 0.002914  0 15.670800 0.031480  0
 2677 Pb 210 128  82 -1644.984292 -7.833259 0.001470  0  5.185218 0.003142  0  8.355318 0.007531  0  9.122426 0.002718  0 16.006560 0.032254  0
 2678 Pb 211 129  82 -1648.820119 -7.814313 0.002321  0  3.835827 0.003791  0  8.517638 0.013871  0  9.021045 0.003993  0 16.437115 0.211321  1
 2679 Pb 212 130  82 -1653.947270 -7.801638 0.001908  0  5.127151 0.004229  0  8.742368 0.043897  0  8.962978 0.003378  0 16.691266 0.211908  1
 2680 Pb 213 131  82 -1657.673278 -7.782504 0.007029  0  3.726008 0.008937  0  8.864277 0.219029  1  8.853159 0.009350  0 17.049274 0.218029  1
 2681 Pb 214 132  82 -1662.723958 -7.769738 0.001926  0  5.050680 0.008955  0  9.238367 0.028977  0  8.776688 0.003834  0 17.501954 0.213926  1
 2682 Pb 215 133  82 -1666.270097 -7.750093 0.052460  0  3.546139 0.054386  0  9.391096 0.266460  1  8.596819 0.059489  0 17.971093 0.265460  1
 2683 Pb 216 134  82 -1671.271642 -7.737369 0.216000  1  5.001545 0.268460  1  9.872641 0.431000  2  8.547684 0.217926  1 18.227638 0.644000  2
 2684 Pb 217 135  82 -1674.454642 -7.716381 0.217000  1  3.183000 0.433000  2  9.645641 0.433000  2  8.184545 0.269460  1 18.413638 0.647000  2
 2685 Pb 218 136  82 -1679.339642 -7.703393 0.218000  1  4.885000 0.435000  2 10.075641 0.652000  2  8.068000 0.434000  2 18.833638 0.650000  2
 2686 Pb 219 137  82 -1682.665642 -7.683405 0.438000  1  3.326000 0.656000  2 10.284641 0.874000  2  8.211000 0.655000  2  0.000001 0.000001  0
 2687 Pb 220 138  82 -1687.271642 -7.669417 0.440000  1  4.606000 0.878000  2  0.000001 0.000001  0  7.932000 0.658000  2  0.000001 0.000001  0
 2688 Bi 184 101  83 -1418.538395 -7.709448 0.078200  0  0.000001 0.000001  0 -1.367064 0.106382  0  0.000001 0.000001  0  0.151874 0.090030  0
 2689 Bi 185 102  83 -1429.833923 -7.728832 0.000001  1 11.295528 0.078200  1 -1.619120 0.012880  1  0.000001 0.000001  0  0.116763 0.009333  1
 2690 Bi 186 103  83 -1438.890429 -7.735970 0.016926  0  9.056506 0.016926  1 -1.123634 0.033021  0 20.352034 0.095126  0  0.805964 0.026862  0
 2691 Bi 187 104  83 -1450.198819 -7.755074 0.010098  0 11.308390 0.027024  0 -1.027366 0.021444  0 20.364896 0.010098  1  1.168443 0.030818  0
 2692 Bi 188 105  83 -1459.081455 -7.761072 0.011280  0  8.882636 0.021378  0 -0.520988 0.016329  0 20.191026 0.028206  0  1.850944 0.033600  0
 2693 Bi 189 106  83 -1470.022734 -7.777898 0.020790  0 10.941279 0.032070  0 -0.479393 0.031506  0 19.823915 0.030888  0  2.162965 0.028831  0
 2694 Bi 190 107  83 -1478.628903 -7.782257 0.022610  0  8.606169 0.043400  0  0.026749 0.036596  0 19.547448 0.033890  0  2.805938 0.052502  0
 2695 Bi 191 108  83 -1489.340174 -7.797593 0.007449  0 10.711271 0.030059  0  0.094021 0.019989  0 19.317440 0.028239  0  3.166143 0.015765  0
 2696 Bi 192 109  83 -1497.706659 -7.800556 0.030144  0  8.366485 0.037593  0  0.574683 0.067389  0 19.077756 0.052754  0  3.705498 0.038124  0
 2697 Bi 193 110  83 -1508.127926 -7.814134 0.007527  0 10.421267 0.037671  0  0.599835 0.020775  0 18.787752 0.014976  0  4.144421 0.014785  0
 2698 Bi 194 111  83 -1516.343573 -7.816204 0.006208  0  8.215647 0.013735  0  1.105563 0.055809  0 18.636914 0.036352  0  4.699500 0.037888  0
 2699 Bi 195 112  83 -1526.411538 -7.827751 0.005265  0 10.067965 0.011473  0  1.088803 0.022725  0 18.283612 0.012792  0  5.091145 0.012020  0
 2700 Bi 196 113  83 -1534.466323 -7.828910 0.024500  0  8.054785 0.029765  0  1.572620 0.042440  0 18.122750 0.030708  0  5.614442 0.038468  0
 2701 Bi 197 114  83 -1544.215821 -7.838659 0.008274  0  9.749498 0.032774  0  1.610126 0.015918  0 17.804283 0.013539  0  6.074860 0.019389  0
 2702 Bi 198 115  83 -1551.969345 -7.838229 0.027918  0  7.753524 0.036192  0  1.895148 0.032646  0 17.503022 0.052418  0  6.415700 0.040070  0
 2703 Bi 199 116  83 -1561.468801 -7.846577 0.010547  0  9.499456 0.038465  0  2.001296 0.019259  0 17.252980 0.018821  0  6.998724 0.026898  0
 2704 Bi 200 117  83 -1569.113323 -7.845567 0.022400  0  7.644522 0.032947  0  2.410216 0.032350  0 17.143978 0.050318  0  7.384922 0.029924  0
 2705 Bi 201 118  83 -1578.230331 -7.851892 0.015276  0  9.117008 0.037676  0  2.436688 0.026276  0 16.761530 0.025823  0  7.899807 0.043136  0
 2706 Bi 202 119  83 -1585.626801 -7.849638 0.015352  0  7.396470 0.030628  0  2.741881 0.029020  0 16.513478 0.037752  0  8.237200 0.021152  0
 2707 Bi 203 120  83 -1594.481348 -7.854588 0.012789  0  8.854547 0.028141  0  2.855405 0.016627  0 16.251017 0.028065  0  8.886876 0.027060  0
 2708 Bi 204 121  83 -1601.673783 -7.851342 0.009180  0  7.192435 0.021969  0  3.130549 0.015676  0 16.046982 0.024532  0  9.208544 0.010796  0
 2709 Bi 205 122  83 -1610.163703 -7.854457 0.005125  0  8.489920 0.014305  0  3.225932 0.006349  0 15.682355 0.017914  0  9.845943 0.006343  0
 2710 Bi 206 123  83 -1617.198667 -7.850479 0.007622  0  7.034964 0.012747  0  3.529169 0.008852  0 15.524884 0.016802  0 10.224974 0.008846  0
 2711 Bi 207 124  83 -1625.296458 -7.851674 0.002484  0  8.097791 0.010106  0  3.540243 0.003720  0 15.132755 0.007609  0 10.776687 0.003714  0
 2712 Bi 208 125  83 -1632.183347 -7.847035 0.002288  0  6.886889 0.004772  0  3.689442 0.003530  0 14.984680 0.009910  0 11.159820 0.003524  0
 2713 Bi 209 126  83 -1639.643206 -7.845183 0.001463  0  7.459859 0.003751  0  3.781339 0.002711  0 14.346748 0.003947  0 11.767226 0.006845  0
 2714 Bi 210 127  83 -1644.247743 -7.829751 0.001260  0  4.604537 0.002723  0  4.448668 0.002932  0 12.064396 0.003548  0 12.584678 0.003132  0
 2715 Bi 211 128  83 -1649.386237 -7.816996 0.005486  0  5.138494 0.006746  0  4.401944 0.006956  0  9.743031 0.006949  0 12.757263 0.011547  0
 2716 Bi 212 129  83 -1653.716279 -7.800548 0.001908  0  4.330042 0.007394  0  4.896159 0.004229  0  9.468536 0.003168  0 13.413798 0.013458  0
 2717 Bi 213 130  83 -1658.901396 -7.788269 0.005112  0  5.185117 0.007020  0  4.954125 0.007020  0  9.515159 0.010598  0 13.696494 0.047101  0
 2718 Bi 214 131  83 -1662.941853 -7.770756 0.011128  0  4.040457 0.016240  0  5.268574 0.018157  0  9.225574 0.013036  0 14.132852 0.223128  1
 2719 Bi 215 132  83 -1668.183078 -7.758991 0.005590  0  5.241225 0.016718  0  5.459119 0.007516  0  9.281682 0.010702  0 14.697487 0.032641  0
 2720 Bi 216 133  83 -1672.009707 -7.740786 0.011232  0  3.826629 0.016822  0  5.739609 0.063692  0  9.067854 0.022360  0 15.130706 0.225232  1
 2721 Bi 217 134  83 -1677.224939 -7.729147 0.017794  0  5.215232 0.029026  0  5.953296 0.233794  1  9.041861 0.023384  0 15.825938 0.232794  1
 2722 Bi 218 135  83 -1680.810209 -7.710139 0.027032  0  3.585270 0.044826  0  6.355566 0.244032  1  8.800502 0.038264  0 16.001208 0.243032  1
 2723 Bi 219 136  83 -1685.713923 -7.697324 0.219000  1  4.903714 0.246032  1  6.374280 0.437000  2  8.488984 0.236794  1 16.449922 0.653000  2
 2724 Bi 220 137  83 -1689.453923 -7.679336 0.220000  1  3.740000 0.439000  2  6.788280 0.658000  2  8.643714 0.247032  1 17.072922 0.656000  2
 2725 Bi 221 138  83 -1694.041923 -7.665348 0.221000  1  4.588000 0.441000  2  6.770280 0.661000  2  8.328000 0.440000  2  0.000001 0.000001  0
 2726 Bi 222 139  83 -1697.491923 -7.646360 0.222000  1  3.450000 0.443000  2  0.000001 0.000001  0  8.038000 0.442000  2  0.000001 0.000001  0
 2727 Bi 223 140  83 -1702.241923 -7.633372 0.446000  1  4.750000 0.668000  2  0.000001 0.000001  0  8.200000 0.667000  2  0.000001 0.000001  0
 2728 Bi 224 141  83 -1705.621923 -7.614384 0.448000  1  3.380000 0.894000  2  0.000001 0.000001  0  8.130000 0.670000  2  0.000001 0.000001  0
 2729 Po 186 102  84 -1430.842723 -7.692703 0.018228  0  0.000001 0.000001  0  1.008801 0.018228  1  0.000001 0.000001  0 -0.610319 0.031108  0
 2730 Po 187 103  84 -1440.186518 -7.701532 0.031977  0  9.343795 0.050205  0  1.296090 0.048903  0  0.000001 0.000001  0  0.172456 0.048072  0
 2731 Po 188 104  84 -1451.630601 -7.721439 0.019928  0 11.444083 0.051905  0  1.431783 0.030026  0 20.787878 0.038156  0  0.404417 0.031274  0
 2732 Po 189 105  84 -1460.579596 -7.727934 0.022113  0  8.948995 0.042041  0  1.498142 0.033393  0 20.393078 0.054090  0  0.977154 0.027162  0
 2733 Po 190 106  84 -1471.792857 -7.746278 0.013490  0 11.213261 0.035603  0  1.770124 0.034280  0 20.162256 0.033418  0  1.290731 0.024206  0
 2734 Po 191 107  84 -1480.368963 -7.750623 0.007067  0  8.576106 0.020557  0  1.740061 0.029677  0 19.789367 0.029180  0  1.766810 0.021053  0
 2735 Po 192 108  84 -1491.442237 -7.767928 0.011136  0 11.073274 0.018203  0  2.102064 0.018585  0 19.649380 0.024626  0  2.196085 0.023676  0
 2736 Po 193 109  84 -1499.768187 -7.770820 0.014475  0  8.325950 0.025611  0  2.061529 0.044619  0 19.399224 0.021542  0  2.636212 0.051720  0
 2737 Po 194 110  84 -1510.518873 -7.786180 0.012998  0 10.750686 0.027473  0  2.390948 0.020525  0 19.076636 0.024134  0  2.990783 0.026246  0
 2738 Po 195 111  84 -1518.641812 -7.787907 0.037440  0  8.122939 0.050438  0  2.298240 0.043648  0 18.873625 0.051915  0  3.403803 0.087041  0
 2739 Po 196 112  84 -1529.129973 -7.801684 0.013524  0 10.488161 0.050964  0  2.718436 0.018789  0 18.611100 0.026522  0  3.807239 0.030984  0
 2740 Po 197 113  84 -1537.086232 -7.802468 0.049644  0  7.956259 0.063168  0  2.619910 0.074144  0 18.444420 0.087084  0  4.192530 0.067584  0
 2741 Po 198 114  84 -1547.272915 -7.814510 0.017424  0 10.186683 0.067068  0  3.057095 0.025698  0 18.142942 0.030948  0  4.667221 0.025068  0
 2742 Po 199 115  84 -1555.079332 -7.814469 0.018109  0  7.806417 0.035533  0  3.109988 0.046027  0 17.993100 0.067753  0  5.005136 0.022837  0
 2743 Po 200 116  84 -1564.883837 -7.824419 0.007600  0  9.804505 0.025709  0  3.415037 0.018147  0 17.610922 0.025024  0  5.416333 0.016312  0
 2744 Po 201 117  84 -1572.534598 -7.823555 0.005025  0  7.650761 0.012625  0  3.421276 0.027425  0 17.455266 0.023134  0  5.831492 0.014975  0
 2745 Po 202 118  84 -1582.026447 -7.831814 0.008686  0  9.491849 0.013711  0  3.796117 0.023962  0 17.142610 0.016286  0  6.232805 0.019686  0
 2746 Po 203 119  84 -1589.467026 -7.829887 0.008729  0  7.440579 0.017415  0  3.840226 0.024081  0 16.932428 0.013754  0  6.582107 0.022397  0
 2747 Po 204 120  84 -1598.568769 -7.836121 0.011016  0  9.101743 0.019745  0  4.087422 0.023805  0 16.542322 0.019702  0  6.942827 0.014854  0
 2748 Po 205 121  84 -1605.820117 -7.833269 0.010045  0  7.251348 0.021061  0  4.146335 0.019225  0 16.353091 0.018774  0  7.276884 0.016541  0
 2749 Po 206 122  84 -1614.558819 -7.837664 0.003914  0  8.738702 0.013959  0  4.395117 0.009039  0 15.990050 0.014930  0  7.621049 0.005138  0
 2750 Po 207 123  84 -1621.587148 -7.833754 0.006624  0  7.028329 0.010538  0  4.388482 0.014246  0 15.767031 0.016669  0  7.917651 0.007854  0
 2751 Po 208 124  84 -1629.982301 -7.836453 0.001664  0  8.395153 0.008288  0  4.685844 0.004148  0 15.423482 0.005578  0  8.226087 0.002900  0
 2752 Po 209 125  84 -1636.950129 -7.832297 0.001881  0  6.967828 0.003545  0  4.766783 0.004169  0 15.362981 0.008505  0  8.456225 0.003123  0
 2753 Po 210 126  84 -1644.608497 -7.831469 0.001050  0  7.658368 0.002931  0  4.965292 0.002513  0 14.626196 0.002714  0  8.746631 0.002298  0
 2754 Po 211 127  84 -1649.159261 -7.815921 0.001266  0  4.550764 0.002316  0  4.911519 0.002526  0 12.209132 0.003147  0  9.360187 0.002938  0
 2755 Po 212 128  84 -1655.167353 -7.807393 0.001060  0  6.008092 0.002326  0  5.781117 0.006546  0 10.558856 0.002110  0 10.183061 0.002530  0
 2756 Po 213 129  84 -1659.522949 -7.791188 0.002982  0  4.355596 0.004042  0  5.806671 0.004890  0 10.363688 0.004248  0 10.702830 0.005303  0
 2757 Po 214 130  84 -1665.410661 -7.782293 0.001498  0  5.887712 0.004480  0  6.509266 0.006610  0 10.243308 0.002558  0 11.463391 0.003406  0
 2758 Po 215 131  84 -1669.553677 -7.765366 0.002150  0  4.143016 0.003648  0  6.611825 0.013278  0 10.030728 0.005132  0 11.880399 0.009179  0
 2759 Po 216 132  84 -1675.300741 -7.756022 0.001728  0  5.747064 0.003878  0  7.117664 0.007318  0  9.890080 0.003226  0 12.576783 0.003654  0
 2760 Po 217 133  84 -1679.270957 -7.738576 0.006510  0  3.970216 0.008238  0  7.261251 0.017742  0  9.717280 0.008660  0 13.000860 0.058970  0
 2761 Po 218 134  84 -1684.868941 -7.728757 0.001962  0  5.597984 0.008472  0  7.644003 0.019756  0  9.568200 0.003690  0 13.597299 0.217962  1
 2762 Po 219 135  84 -1688.615764 -7.710574 0.015768  0  3.746823 0.017730  0  7.805556 0.042800  0  9.344807 0.022278  0 14.161122 0.232768  1
 2763 Po 220 136  84 -1694.105117 -7.700478 0.017600  0  5.489353 0.033368  0  8.391195 0.236600  1  9.236176 0.019562  0 14.765475 0.235600  1
 2764 Po 221 137  84 -1697.666138 -7.681747 0.019669  0  3.561021 0.037269  0  8.212216 0.239669  1  9.050374 0.035437  0 15.000496 0.457669  1
 2765 Po 222 138  84 -1703.024947 -7.671284 0.039960  0  5.358809 0.059629  0  8.983025 0.260960  1  8.919830 0.057560  0 15.753305 0.479960  1
 2766 Po 223 139  84 -1706.460837 -7.652291 0.223000  1  3.435890 0.262960  1  8.968915 0.445000  2  8.794699 0.242669  1  0.000001 0.000001  0
 2767 Po 224 140  84 -1711.651837 -7.641303 0.224000  1  5.191000 0.447000  2  9.409915 0.670000  2  8.626890 0.263960  1  0.000001 0.000001  0
 2768 Po 225 141  84 -1715.245837 -7.623315 0.225000  1  3.594000 0.449000  2  9.623915 0.673000  2  8.785000 0.448000  2  0.000001 0.000001  0
 2769 Po 226 142  84 -1720.159837 -7.611327 0.452000  1  4.914000 0.677000  2  0.000001 0.000001  0  8.508000 0.676000  2  0.000001 0.000001  0
 2770 Po 227 143  84 -1723.687837 -7.593338 0.454000  1  3.528000 0.906000  2  0.000001 0.000001  0  8.442000 0.679000  2  0.000001 0.000001  0
 2771 At 191 106  85 -1470.635674 -7.699663 0.016044  0  0.000001 0.000001  0 -1.157184 0.029534  0  0.000001 0.000001  0  0.612940 0.036834  0
 2772 At 192 107  85 -1479.644965 -7.706484 0.027840  0  9.009291 0.043884  0 -0.723999 0.034907  0  0.000001 0.000001  0  1.016062 0.050450  0
 2773 At 193 108  85 -1490.709418 -7.723883 0.021616  0 11.064453 0.049456  0 -0.732820 0.032752  0 20.073744 0.037660  0  1.369244 0.029065  0
 2774 At 194 109  85 -1499.433687 -7.729040 0.025026  0  8.724269 0.046642  0 -0.334501 0.039501  0 19.788722 0.052866  0  1.727028 0.055170  0
 2775 At 195 110  85 -1510.255126 -7.744898 0.009555  0 10.821439 0.034581  0 -0.263748 0.022553  0 19.545708 0.031171  0  2.127200 0.017082  0
 2776 At 196 111  85 -1518.770753 -7.748830 0.030380  0  8.515627 0.039935  0  0.128940 0.067820  0 19.337066 0.055406  0  2.427180 0.036588  0
 2777 At 197 112  85 -1529.282730 -7.762856 0.008077  0 10.511977 0.038457  0  0.152756 0.021601  0 19.027604 0.017632  0  2.871192 0.013342  0
 2778 At 198 113  85 -1537.713235 -7.766228 0.005940  0  8.430505 0.014017  0  0.627002 0.055584  0 18.942482 0.036320  0  3.246912 0.030440  0
 2779 At 199 114  85 -1547.893493 -7.778359 0.005373  0 10.180258 0.011313  0  0.620577 0.022797  0 18.610763 0.013450  0  3.677672 0.013647  0
 2780 At 200 115  85 -1556.129181 -7.780646 0.024400  0  8.235688 0.029773  0  1.049848 0.042509  0 18.415946 0.030340  0  4.159836 0.052318  0
 2781 At 201 116  85 -1566.002134 -7.791055 0.008241  0  9.872953 0.032641  0  1.118296 0.015841  0 18.108641 0.013614  0  4.533333 0.018788  0
 2782 At 202 117  85 -1573.874663 -7.791459 0.027876  0  7.872529 0.036117  0  1.340064 0.032901  0 17.745482 0.052276  0  4.761340 0.050276  0
 2783 At 203 118  85 -1583.517925 -7.800581 0.010556  0  9.643262 0.038432  0  1.491477 0.019242  0 17.515791 0.018797  0  5.287594 0.025832  0
 2784 At 204 119  85 -1591.301989 -7.800500 0.022236  0  7.784064 0.032792  0  1.834962 0.030965  0 17.427326 0.050112  0  5.675188 0.037588  0
 2785 At 205 120  85 -1600.469816 -7.807170 0.015170  0  9.167827 0.037406  0  1.901046 0.026186  0 16.951891 0.025726  0  5.988468 0.027959  0
 2786 At 206 121  85 -1607.999039 -7.805821 0.015038  0  7.529223 0.030208  0  2.178921 0.025083  0 16.697050 0.037274  0  6.325256 0.024218  0
 2787 At 207 122  85 -1616.867929 -7.810956 0.012420  0  8.868890 0.027458  0  2.309109 0.016334  0 16.398113 0.027590  0  6.704226 0.017545  0
 2788 At 208 123  85 -1624.181861 -7.808567 0.008944  0  7.313932 0.021364  0  2.594712 0.015568  0 16.182822 0.023982  0  6.983194 0.016566  0
 2789 At 209 124  85 -1632.665774 -7.811798 0.005016  0  8.483913 0.013960  0  2.683472 0.006680  0 15.797845 0.017436  0  7.369316 0.007500  0
 2790 At 210 125  85 -1639.826611 -7.808698 0.007770  0  7.160837 0.012786  0  2.876481 0.009651  0 15.644750 0.016714  0  7.643264 0.010058  0
 2791 At 211 126  85 -1647.573075 -7.808403 0.002743  0  7.746464 0.010513  0  2.964577 0.003793  0 14.907301 0.007759  0  7.929869 0.004206  0
 2792 At 212 127  85 -1652.625461 -7.795403 0.002332  0  5.052386 0.005075  0  3.466199 0.003598  0 12.798850 0.010102  0  8.377718 0.003592  0
 2793 At 213 128  85 -1658.648020 -7.787080 0.004899  0  6.022559 0.007231  0  3.480666 0.005959  0 11.074945 0.007642  0  9.261783 0.010385  0
 2794 At 214 129  85 -1663.519705 -7.773457 0.004280  0  4.871685 0.009179  0  3.996755 0.007262  0 10.894244 0.006612  0  9.803426 0.006188  0
 2795 At 215 130  85 -1669.466851 -7.764962 0.006880  0  5.947146 0.011160  0  4.056189 0.008378  0 10.818831 0.011779  0 10.565455 0.011992  0
 2796 At 216 131  85 -1674.025813 -7.750120 0.003672  0  4.558962 0.010552  0  4.472135 0.005822  0 10.506108 0.007952  0 11.083960 0.014800  0
 2797 At 217 132  85 -1679.959053 -7.741747 0.004991  0  5.933240 0.008663  0  4.658311 0.006719  0 10.492202 0.011871  0 11.775975 0.010581  0
 2798 At 218 133  85 -1684.326849 -7.726270 0.011554  0  4.367796 0.016545  0  5.055891 0.018064  0 10.301036 0.015226  0 12.317142 0.022786  0
 2799 At 219 134  85 -1690.100305 -7.717353 0.003285  0  5.773456 0.014839  0  5.231363 0.005247  0 10.141252 0.008276  0 12.875366 0.021079  0
 2800 At 220 135  85 -1694.192041 -7.700873 0.014080  0  4.091736 0.017365  0  5.576276 0.029848  0  9.865192 0.025634  0 13.381832 0.041112  0
 2801 At 221 136  85 -1699.856356 -7.691658 0.013923  0  5.664315 0.028003  0  5.751238 0.031523  0  9.756051 0.017208  0 14.142433 0.232923  1
 2802 At 222 137  85 -1703.757295 -7.674582 0.015762  0  3.900939 0.029685  0  6.091156 0.035431  0  9.565254 0.029842  0 14.303372 0.235762  1
 2803 At 223 138  85 -1709.353646 -7.665263 0.014049  0  5.596351 0.029811  0  6.328698 0.054009  0  9.497290 0.027972  0 15.311723 0.235049  1
 2804 At 224 139  85 -1713.142021 -7.647955 0.022400  0  3.788375 0.036449  0  6.681183 0.245400  1  9.384726 0.038162  0 15.650098 0.244400  1
 2805 At 225 140  85 -1718.602381 -7.638233 0.225000  1  5.460360 0.247400  1  6.950543 0.449000  2  9.248735 0.239049  1 16.360458 0.671000  2
 2806 At 226 141  85 -1722.401381 -7.621245 0.226000  1  3.799000 0.451000  2  7.155543 0.451000  2  9.259360 0.248400  1 16.779458 0.674000  2
 2807 At 227 142  85 -1727.528381 -7.610257 0.227000  1  5.127000 0.453000  2  7.368543 0.679000  2  8.926000 0.452000  2  0.000001 0.000001  0
 2808 At 228 143  85 -1731.493381 -7.594269 0.456000  1  3.965000 0.683000  2  7.805543 0.910000  2  9.092000 0.682000  2  0.000001 0.000001  0
 2809 At 229 144  85 -1736.342381 -7.582281 0.458000  1  4.849000 0.914000  2  0.000001 0.000001  0  8.814000 0.685000  2  0.000001 0.000001  0
 2810 Rn 193 107  86 -1480.797983 -7.672528 0.025090  0  0.000001 0.000001  0  1.153019 0.052930  0  0.000001 0.000001  0  0.429020 0.032157  0
