3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
 1904 Eu 149  86  63 -1229.484608 -8.251575 0.004023  0  8.213150 0.014087  0  4.382503 0.005355  0 15.039019 0.006669  0 11.954421 0.005493  0
 1905 Eu 150  87  63 -1235.906962 -8.239380 0.006300  0  6.422354 0.010323  0  4.934107 0.007641  0 14.635504 0.016364  0 12.482011 0.012072  0
 1906 Eu 151  88  63 -1243.838909 -8.237344 0.001359  0  7.931947 0.007659  0  4.879338 0.002709  0 14.354301 0.005382  0 13.144032 0.003594  0
 1907 Eu 152  89  63 -1250.145678 -8.224643 0.001368  0  6.306769 0.002727  0  5.589636 0.002576  0 14.238716 0.007668  0 13.846675 0.021468  0
 1908 Eu 153  90  63 -1258.696009 -8.226771 0.001377  0  8.550331 0.002745  0  5.882316 0.002593  0 14.857100 0.002736  0 14.536736 0.006058  0
 1909 Eu 154  91  63 -1265.138154 -8.215183 0.001386  0  6.442145 0.002763  0  6.456031 0.002610  0 14.992476 0.002754  0 15.039347 0.027226  0
 1910 Eu 155  92  63 -1273.289532 -8.214771 0.001395  0  8.151378 0.002781  0  6.640521 0.002781  0 14.593523 0.002772  0 15.725773 0.010422  0
 1911 Eu 156  93  63 -1279.625314 -8.202726 0.003588  0  6.335782 0.004983  0  7.169328 0.005138  0 14.487160 0.004974  0 16.126071 0.049942  0
 1912 Eu 157  94  63 -1287.072877 -8.197916 0.004239  0  7.447563 0.007827  0  7.375988 0.012819  0 13.783345 0.005634  0 17.074494 0.008889  0
 1913 Eu 158  95  63 -1292.940592 -8.183168 0.010270  0  5.867715 0.014509  0  7.855280 0.014666  0 13.315278 0.013858  0 17.647109 0.013858  0
 1914 Eu 159  96  63 -1299.799885 -8.174842 0.004293  0  6.859293 0.014563  0  8.070538 0.009191  0 12.727008 0.008532  0 18.301617 0.011358  0
 1915 Eu 160  97  63 -1305.308422 -8.158178 0.009440  0  5.508537 0.013733  0  8.550296 0.015323  0 12.367830 0.019710  0 18.946787 0.022870  0
 1916 Eu 161  98  63 -1311.690842 -8.147148 0.010465  0  6.382420 0.019905  0  8.834421 0.016385  0 11.890957 0.014758  0 19.792758 0.020482  0
 1917 Eu 162  99  63 -1316.674018 -8.127617 0.035154  0  4.983176 0.045619  0  9.308996 0.041916  0 11.365596 0.044594  0 20.306515 0.195154  1
 1918 Eu 163 100  63 -1322.526835 -8.113662 0.065526  0  5.852817 0.100680  0  9.152414 0.227526  1 10.835993 0.075991  0 20.792332 0.387526  1
 1919 Eu 164 101  63 -1327.449062 -8.094202 0.164000  1  4.922227 0.229526  1  9.877641 0.490000  2 10.775044 0.199154  1 21.515559 0.488000  2
 1920 Eu 165 102  63 -1332.905062 -8.078212 0.165000  1  5.456000 0.329000  2  9.872641 0.493000  2 10.378227 0.230526  1 22.005559 0.491000  2
 1921 Eu 166 103  63 -1337.499062 -8.057223 0.332000  1  4.594000 0.497000  2 10.687641 0.662000  2 10.050000 0.496000  2 22.983559 0.660000  2
 1922 Eu 167 104  63 -1342.385062 -8.038234 0.334000  1  4.886000 0.666000  2 10.684641 0.666000  2  9.480000 0.499000  2  0.000001 0.000001  0
 1923 Eu 168 105  63 -1346.057062 -8.012244 0.504000  1  3.672000 0.838000  2  0.000001 0.000001  0  8.558000 0.836000  2  0.000001 0.000001  0
 1924 Gd 133  69  64 -1058.905424 -7.961695 0.532000  1  0.000001 0.000001  0  0.824361 0.928000  2  0.000001 0.000001  0  0.185003 0.925000  2
 1925 Gd 134  70  64 -1072.497424 -8.003712 0.402000  1 13.592000 0.934000  2  1.344361 0.668000  2  0.000001 0.000001  0  0.809003 0.666000  2
 1926 Gd 135  71  64 -1083.608424 -8.026729 0.405000  1 11.111000 0.807000  2  1.719361 0.673000  2 24.703000 0.937000  2  1.671003 0.671000  2
 1927 Gd 136  72  64 -1096.397424 -8.061746 0.272000  1 12.789000 0.677000  2  2.247361 0.407000  2 23.900000 0.674000  2  2.303003 0.406000  2
 1928 Gd 137  73  64 -1106.653424 -8.077762 0.274000  1 10.256000 0.546000  2  2.356361 0.410000  2 23.045000 0.679000  2  2.957493 0.428575  1
 1929 Gd 138  74  64 -1119.287424 -8.110778 0.138000  1 12.634000 0.412000  2  2.953860 0.142384  1 22.890000 0.410000  2  3.566427 0.150512  1
 1930 Gd 139  75  64 -1129.207424 -8.123794 0.139000  1  9.920000 0.277000  2  3.198801 0.166876  1 22.554000 0.413000  2  4.199581 0.181333  1
 1931 Gd 140  76  64 -1141.389924 -8.152785 0.028000  0 12.182500 0.167000  1  3.661559 0.041205  0 22.102500 0.166000  1  4.839439 0.039868  0
 1932 Gd 141  77  64 -1150.903152 -8.162434 0.019740  0  9.513228 0.047740  0  3.515609 0.071260  0 21.695728 0.158740  1  5.398889 0.030582  0
 1933 Gd 142  78  64 -1162.709776 -8.188097 0.027974  0 11.806624 0.047714  0  4.311269 0.040664  0 21.319852 0.055974  0  6.058555 0.040434  0
 1934 Gd 143  79  64 -1172.052898 -8.196174 0.200343  0  9.343122 0.228317  0  4.195201 0.230447  0 21.149746 0.220083  0  6.852332 0.208944  0
 1935 Gd 144  80  64 -1183.652352 -8.219808 0.027936  0 11.599454 0.228279  0  4.795458 0.038947  0 20.942576 0.055910  0  7.327907 0.031060  0
 1936 Gd 145  81  64 -1192.890594 -8.226832 0.019720  0  9.238242 0.047656  0  4.584619 0.030520  0 20.837696 0.220063  0  7.964147 0.022580  0
 1937 Gd 146  82  64 -1204.121300 -8.247406 0.004088  0 11.230706 0.023808  0  5.371507 0.007133  0 20.468948 0.032024  0  8.675103 0.005672  0
 1938 Gd 147  83  64 -1211.463816 -8.241250 0.001911  0  7.342516 0.005999  0  5.516681 0.007897  0 18.573222 0.021631  0  9.260510 0.003506  0
 1939 Gd 148  84  64 -1220.447448 -8.246267 0.001628  0  8.983632 0.003539  0  6.001858 0.004274  0 16.326148 0.005716  0  9.827905 0.004694  0
 1940 Gd 149  85  64 -1227.376540 -8.237426 0.003427  0  6.929092 0.005055  0  6.105081 0.013491  0 15.912724 0.005338  0 10.415594 0.004750  0
 1941 Gd 150  86  64 -1236.084774 -8.240565 0.006150  0  8.708234 0.009577  0  6.600165 0.010173  0 15.637326 0.007778  0 10.982669 0.007482  0
 1942 Gd 151  87  64 -1242.580917 -8.229013 0.003020  0  6.496143 0.009170  0  6.673954 0.009320  0 15.204377 0.006447  0 11.608062 0.004361  0
 1943 Gd 152  88  64 -1251.170376 -8.231384 0.001216  0  8.589459 0.004236  0  7.331466 0.002575  0 15.085602 0.007366  0 12.210805 0.002566  0
 1944 Gd 153  89  64 -1257.417378 -8.218414 0.001224  0  6.247002 0.002440  0  7.271699 0.002592  0 14.836461 0.004244  0 12.861336 0.002432  0
 1945 Gd 154  90  64 -1266.312008 -8.222805 0.001232  0  8.894630 0.002456  0  7.615998 0.002609  0 15.141632 0.002448  0 13.498315 0.002448  0
 1946 Gd 155  91  64 -1272.747329 -8.211273 0.001240  0  6.435321 0.002472  0  7.609174 0.002626  0 15.329951 0.002464  0 14.065206 0.002464  0
 1947 Gd 156  92  64 -1281.283656 -8.213357 0.001248  0  8.536327 0.002488  0  7.994123 0.002643  0 14.971648 0.002480  0 14.634645 0.002634  0
 1948 Gd 157  93  64 -1287.643552 -8.201551 0.001256  0  6.359896 0.002504  0  8.018237 0.004844  0 14.896223 0.002496  0 15.187566 0.002806  0
 1949 Gd 158  94  64 -1295.580826 -8.199879 0.001264  0  7.937274 0.002520  0  8.507948 0.005503  0 14.297170 0.002512  0 15.883937 0.009844  0
 1950 Gd 159  95  64 -1301.524050 -8.185686 0.001113  0  5.943224 0.002377  0  8.583457 0.011383  0 13.880498 0.002369  0 16.438738 0.005509  0
 1951 Gd 160  96  64 -1308.975664 -8.181098 0.001280  0  7.451614 0.002393  0  9.175778 0.005573  0 13.394838 0.002544  0 17.246317 0.006178  0
 1952 Gd 161  97  64 -1314.611175 -8.165287 0.001610  0  5.635511 0.002890  0  9.302752 0.011050  0 13.087125 0.002723  0 17.853049 0.007493  0
 1953 Gd 162  98  64 -1321.457094 -8.157143 0.004050  0  6.845919 0.005660  0  9.766251 0.014515  0 12.481430 0.005330  0 18.600673 0.009970  0
 1954 Gd 163  99  64 -1326.561835 -8.138416 0.008476  0  5.104741 0.012526  0  9.887816 0.043630  0 11.950660 0.010086  0 19.196813 0.015238  0
 1955 Gd 164 100  64 -1333.013424 -8.128131 0.164000  1  6.451589 0.172476  1 10.486588 0.229526  1 11.556330 0.168050  1 19.639003 0.326000  2
 1956 Gd 165 101  64 -1337.843424 -8.108142 0.165000  1  4.830000 0.329000  2 10.394361 0.329000  2 11.281589 0.173476  1 20.272003 0.491000  2
 1957 Gd 166 102  64 -1343.961424 -8.096153 0.166000  1  6.118000 0.331000  2 11.056361 0.331000  2 10.948000 0.330000  2 20.929003 0.494000  2
 1958 Gd 167 103  64 -1348.385424 -8.074164 0.334000  1  4.424000 0.500000  2 10.886361 0.666000  2 10.542000 0.499000  2 21.574003 0.664000  2
 1959 Gd 168 104  64 -1353.941424 -8.059175 0.336000  1  5.556000 0.670000  2 11.556361 0.670000  2  9.980000 0.502000  2 22.241003 0.668000  2
 1960 Gd 169 105  64 -1357.777424 -8.034186 0.507000  1  3.836000 0.843000  2 11.720361 1.011000  2  9.392000 0.841000  2  0.000001 0.000001  0
 1961 Gd 170 106  64 -1363.093424 -8.018197 0.680000  1  5.316000 1.187000  2  0.000001 0.000001  0  9.152000 1.016000  2  0.000001 0.000001  0
 1962 Tb 135  70  65 -1071.311502 -7.935641 0.405000  1  0.000001 0.000001  0 -1.185922 0.807000  2  0.000001 0.000001  0  0.158439 0.671000  2
 1963 Tb 136  71  65 -1082.649502 -7.960658 0.544000  1 11.338000 0.949000  2 -0.958922 0.949000  2  0.000001 0.000001  0  0.760439 0.812000  2
 1964 Tb 137  72  65 -1095.544502 -7.996675 0.411000  1 12.895000 0.955000  2 -0.852922 0.683000  2 24.233000 0.816000  2  1.394439 0.546000  2
 1965 Tb 138  73  65 -1106.303502 -8.016692 0.276000  1 10.759000 0.687000  2 -0.349922 0.550000  2 23.654000 0.820000  2  2.006439 0.412000  2
 1966 Tb 139  74  65 -1118.909502 -8.049709 0.278000  1 12.606000 0.554000  2 -0.377922 0.416000  2 23.365000 0.689000  2  2.575938 0.282384  1
 1967 Tb 140  75  65 -1129.295582 -8.066397 0.800520  0 10.386080 1.078520  1  0.088158 0.939520  1 22.992080 1.076520  1  3.286959 0.828396  0
 1968 Tb 141  76  65 -1141.425477 -8.095216 0.105327  0 12.129895 0.905847  0  0.035553 0.133327  0 22.515975 0.383327  1  3.697112 0.118532  0
 1969 Tb 142  77  65 -1151.515496 -8.109264 0.700628  0 10.090019 0.805955  0  0.612344 0.720368  0 22.219914 1.501148  0  4.127953 0.752148  0
 1970 Tb 143  78  65 -1163.446533 -8.135990 0.051194  0 11.931037 0.751822  0  0.736757 0.079168  0 22.021056 0.156521  0  5.048026 0.063884  0
 1971 Tb 144  79  65 -1173.466830 -8.149075 0.027936  0 10.020297 0.079130  0  1.413932 0.228279  0 21.951334 0.728564  0  5.609133 0.058040  0
 1972 Tb 145  80  65 -1185.558347 -8.176264 0.109185  0 12.091517 0.137121  0  1.905995 0.137121  0 22.111814 0.160379  0  6.701453 0.120196  0
 1973 Tb 146  81  65 -1195.004818 -8.184965 0.044822  0  9.446471 0.154007  0  2.114224 0.064542  0 21.537988 0.072758  0  6.698843 0.055622  0
 1974 Tb 147  82  65 -1206.055230 -8.204457 0.008085  0 11.050412 0.052907  0  1.933930 0.012173  0 20.496883 0.117270  0  7.305437 0.011130  0
 1975 Tb 148  83  65 -1213.921010 -8.202169 0.012432  0  7.865780 0.020517  0  2.457194 0.014343  0 18.916192 0.057254  0  7.973875 0.018418  0
 1976 Tb 149  84  65 -1222.943937 -8.207677 0.003725  0  9.022927 0.016157  0  2.496489 0.005353  0 16.888707 0.011810  0  8.498347 0.006371  0
 1977 Tb 150  85  65 -1230.632202 -8.204215 0.007350  0  7.688265 0.011075  0  3.255662 0.010777  0 16.711192 0.019782  0  9.360743 0.017414  0
 1978 Tb 151  86  65 -1239.221325 -8.206764 0.004077  0  8.589123 0.011427  0  3.136551 0.010227  0 16.277388 0.007802  0  9.736716 0.008100  0
 1979 Tb 152  87  65 -1246.386110 -8.199909 0.039976  0  7.164785 0.044053  0  3.805193 0.042996  0 15.753908 0.047326  0 10.479147 0.046276  0
 1980 Tb 153  88  65 -1255.053846 -8.202966 0.003978  0  8.667736 0.043954  0  3.883470 0.005194  0 15.832521 0.008055  0 11.214936 0.005337  0
 1981 Tb 154  89  65 -1261.968066 -8.194598 0.045276  0  6.914220 0.049254  0  4.550688 0.046500  0 15.581956 0.085252  0 11.822387 0.046644  0
 1982 Tb 155  90  65 -1271.133172 -8.200859 0.009920  0  9.165106 0.055196  0  4.821164 0.011152  0 16.079326 0.013898  0 12.437162 0.011297  0
 1983 Tb 156  91  65 -1278.045186 -8.192597 0.003744  0  6.912014 0.013664  0  5.297857 0.004984  0 16.077120 0.049020  0 12.907031 0.005130  0
 1984 Tb 157  92  65 -1286.789168 -8.196109 0.001256  0  8.743982 0.005000  0  5.505512 0.002504  0 15.655996 0.011176  0 13.499635 0.002651  0
 1985 Tb 158  93  65 -1293.567676 -8.187137 0.001422  0  6.778508 0.002678  0  5.924124 0.002678  0 15.522490 0.005166  0 13.942361 0.005010  0
 1986 Tb 159  94  65 -1301.700702 -8.186797 0.001272  0  8.133026 0.002694  0  6.119876 0.002536  0 14.911534 0.002528  0 14.627824 0.005511  0
 1987 Tb 160  95  65 -1308.075902 -8.175474 0.001280  0  6.375200 0.002552  0  6.551852 0.002393  0 14.508226 0.002702  0 15.135309 0.011550  0
 1988 Tb 161  96  65 -1315.772621 -8.172501 0.001288  0  7.696719 0.002568  0  6.796957 0.002568  0 14.071919 0.002560  0 15.972735 0.005581  0
 1989 Tb 162  97  65 -1322.058342 -8.160854 0.036450  0  6.285721 0.037738  0  7.447167 0.038060  0 13.982440 0.037730  0 16.749919 0.045890  0
 1990 Tb 163  98  65 -1329.049681 -8.153679 0.004075  0  6.991339 0.040525  0  7.592587 0.008125  0 13.277060 0.005363  0 17.358838 0.014540  0
 1991 Tb 164  99  65 -1334.602962 -8.137823 0.100040  0  5.553281 0.104115  0  8.041127 0.108516  0 12.544620 0.136490  0 17.928943 0.135194  0
 1992 Tb 165 100  65 -1341.131502 -8.128070 0.165000  1  6.528540 0.265040  1  8.118078 0.329000  2 12.081821 0.169075  1 18.604666 0.230526  1
 1993 Tb 166 101  65 -1346.552382 -8.111761 0.070052  0  5.420880 0.235052  1  8.708958 0.235052  1 11.949420 0.170092  0 19.103319 0.234052  1
 1994 Tb 167 102  65 -1352.715502 -8.100093 0.167000  1  6.163120 0.237052  1  8.754078 0.333000  2 11.584000 0.332000  2 19.810439 0.332000  2
 1995 Tb 168 103  65 -1357.457502 -8.080104 0.336000  1  4.742000 0.503000  2  9.072078 0.670000  2 10.905120 0.406052  1 19.958439 0.668000  2
 1996 Tb 169 104  65 -1363.173502 -8.066115 0.338000  1  5.716000 0.674000  2  9.232078 0.674000  2 10.458000 0.505000  2 20.788439 0.672000  2
 1997 Tb 170 105  65 -1367.671502 -8.045126 0.340000  1  4.498000 0.678000  2  9.894078 0.847000  2 10.214000 0.676000  2 21.614439 0.844000  2
 1998 Tb 171 106  65 -1372.982502 -8.029137 0.513000  1  5.311000 0.853000  2  9.889078 1.193000  2  9.809000 0.851000  2  0.000001 0.000001  0
 1999 Tb 172 107  65 -1376.885502 -8.005148 0.516000  1  3.903000 1.029000  2  0.000001 0.000001  0  9.214000 0.856000  2  0.000001 0.000001  0
 2000 Dy 138  72  66 -1096.769293 -7.947604 0.552000  1  0.000001 0.000001  0  1.224791 0.963000  2  0.000001 0.000001  0  0.371869 0.824000  2
 2001 Dy 139  73  66 -1107.638293 -7.968621 0.556000  1 10.869000 1.108000  2  1.334791 0.832000  2  0.000001 0.000001  0  0.984869 0.830000  2
 2002 Dy 140  74  66 -1120.789293 -8.005638 0.420000  1 13.151000 0.976000  2  1.879791 0.698000  2 24.020000 0.972000  2  1.501869 0.558000  2
 2003 Dy 141  75  66 -1131.476293 -8.024655 0.282000  1 10.687000 0.702000  2  2.180711 1.082520  1 23.838000 0.838000  2  2.268869 0.421000  2
 2004 Dy 142  76  66 -1144.331293 -8.058671 0.710000  1 12.855000 0.992000  2  2.905816 0.815327  1 23.542000 1.130000  2  2.941369 0.738000  1
 2005 Dy 143  77  66 -1154.401729 -8.072739 0.013013  0 10.070436 0.723013  1  2.886233 0.713641  0 22.925436 0.295013  1  3.498577 0.032753  0
 2006 Dy 144  78  66 -1166.874109 -8.103292 0.007200  0 12.472380 0.020213  0  3.427576 0.058394  0 22.542816 0.717200  1  4.164333 0.035174  0
 2007 Dy 145  79  66 -1176.618053 -8.114607 0.006525  0  9.743944 0.013725  0  3.151223 0.034461  0 22.216324 0.019538  0  4.565155 0.206868  0
 2008 Dy 146  80  66 -1189.001645 -8.143847 0.006716  0 12.383592 0.013241  0  3.443298 0.115901  0 22.127536 0.013916  0  5.349293 0.034652  0
 2009 Dy 147  81  66 -1198.714042 -8.154517 0.008820  0  9.712397 0.015536  0  3.709224 0.053642  0 22.095989 0.015345  0  5.823448 0.028540  0
 2010 Dy 148  82  66 -1210.448857 -8.178708 0.008732  0 11.734815 0.017552  0  4.393627 0.016817  0 21.447212 0.015448  0  6.327557 0.012820  0
 2011 Dy 149  83  66 -1218.356534 -8.176889 0.009238  0  7.907677 0.017970  0  4.435524 0.021670  0 19.642492 0.018058  0  6.892718 0.011149  0
 2012 Dy 150  84  66 -1228.041643 -8.186944 0.004350  0  9.685109 0.013588  0  5.097706 0.008075  0 17.592786 0.013082  0  7.594195 0.005978  0
 2013 Dy 151  85  66 -1235.555671 -8.182488 0.003322  0  7.514028 0.007672  0  4.923469 0.010672  0 17.199137 0.012560  0  8.179131 0.006749  0
 2014 Dy 152  86  66 -1244.992525 -8.190740 0.004560  0  9.436854 0.007882  0  5.771200 0.008637  0 16.950882 0.008910  0  8.907751 0.010710  0
 2015 Dy 153  87  66 -1252.088890 -8.183588 0.003978  0  7.096365 0.008538  0  5.702780 0.043954  0 16.533219 0.007300  0  9.507973 0.006998  0
 2016 Dy 154  88  66 -1261.411159 -8.190982 0.007392  0  9.322269 0.011370  0  6.357313 0.011370  0 16.418634 0.011952  0 10.240783 0.008608  0
 2017 Dy 155  89  66 -1268.244163 -8.182220 0.009610  0  6.833004 0.017002  0  6.276097 0.054886  0 16.155273 0.013588  0 10.826785 0.010834  0
 2018 Dy 156  90  66 -1277.688841 -8.190313 0.001248  0  9.444678 0.010858  0  6.555669 0.011168  0 16.277682 0.008640  0 11.376833 0.002480  0
 2019 Dy 157  91  66 -1284.655732 -8.182521 0.005181  0  6.966891 0.006429  0  6.610546 0.008925  0 16.411569 0.014791  0 11.908403 0.006421  0
 2020 Dy 158  92  66 -1293.709833 -8.188037 0.002370  0  9.054101 0.007551  0  6.920665 0.003626  0 16.020992 0.003618  0 12.426177 0.003618  0
 2021 Dy 159  93  66 -1300.540990 -8.179503 0.001590  0  6.831157 0.003960  0  6.973314 0.003012  0 15.885258 0.006771  0 12.897438 0.002846  0
 2022 Dy 160  94  66 -1309.117933 -8.181987 0.000800  0  8.576943 0.002390  0  7.417231 0.002072  0 15.408100 0.003170  0 13.537107 0.002064  0
 2023 Dy 161  95  66 -1315.572203 -8.171256 0.000805  0  6.454270 0.001605  0  7.496301 0.002085  0 15.031213 0.002395  0 14.048153 0.001918  0
 2024 Dy 162  96  66 -1323.769327 -8.171416 0.000810  0  8.197124 0.001615  0  7.996706 0.002098  0 14.651394 0.001610  0 14.793663 0.002090  0
 2025 Dy 163  97  66 -1330.040248 -8.159756 0.000815  0  6.270921 0.001625  0  7.981906 0.037265  0 14.468045 0.001620  0 15.429073 0.002425  0
 2026 Dy 164  98  66 -1337.698389 -8.156697 0.000820  0  7.658141 0.001635  0  8.648708 0.004895  0 13.929062 0.001630  0 16.241295 0.004870  0
 2027 Dy 165  99  66 -1343.414278 -8.141905 0.000825  0  5.715889 0.001645  0  8.811316 0.100865  0 13.374030 0.001640  0 16.852443 0.009301  0
 2028 Dy 166 100  66 -1350.457773 -8.135288 0.000830  0  7.043495 0.001655  0  9.326271 0.165830  1 12.759384 0.001650  0 17.444349 0.164830  1
 2029 Dy 167 101  66 -1355.874957 -8.119012 0.060287  0  5.417184 0.061117  0  9.322575 0.130339  0 12.460679 0.061112  0 18.031533 0.225287  1
 2030 Dy 168 102  66 -1362.575341 -8.110568 0.139944  0  6.700384 0.200231  0  9.859839 0.306944  1 12.117568 0.140774  0 18.613917 0.305944  1
 2031 Dy 169 103  66 -1367.684240 -8.092806 0.300651  0  5.108899 0.440595  0 10.226738 0.636651  1 11.809283 0.360938  0 19.298816 0.634651  1
 2032 Dy 170 104  66 -1373.779293 -8.081055 0.170000  1  6.095053 0.470651  1 10.605791 0.508000  2 11.203952 0.309944  1 19.837869 0.506000  2
 2033 Dy 171 105  66 -1378.442293 -8.061066 0.342000  1  4.663000 0.512000  2 10.770791 0.682000  2 10.758053 0.642651  1 20.664869 0.849000  2
 2034 Dy 172 106  66 -1384.269293 -8.048077 0.344000  1  5.827000 0.686000  2 11.286791 0.857000  2 10.490000 0.514000  2 21.175869 1.024000  2
 2035 Dy 173 107  66 -1388.340293 -8.025088 0.346000  1  4.071000 0.690000  2 11.454791 0.862000  2  9.898000 0.688000  2  0.000001 0.000001  0
 2036 Dy 174 108  66 -1393.757293 -8.010099 0.522000  1  5.417000 0.868000  2  0.000001 0.000001  0  9.488000 0.866000  2  0.000001 0.000001  0
 2037 Ho 140  73  67 -1106.496793 -7.903549 0.560000  1  0.000001 0.000001  0 -1.141500 1.116000  2  0.000001 0.000001  0  0.193291 0.836000  2
 2038 Ho 141  74  67 -1119.619793 -7.940566 0.423000  1 13.123000 0.983000  2 -1.169500 0.843000  2  0.000001 0.000001  0  0.710291 0.701000  2
 2039 Ho 142  75  67 -1130.686793 -7.962583 0.426000  1 11.067000 0.849000  2 -0.789500 0.708000  2 24.190000 0.986000  2  1.391211 1.226520  1
 2040 Ho 143  76  67 -1143.513793 -7.996600 0.286000  1 12.827000 0.712000  2 -0.817500 0.996000  2 23.894000 0.709000  2  2.088316 0.391327  1
 2041 Ho 144  77  67 -1154.118761 -8.014714 0.008496  0 10.604968 0.294496  1 -0.282968 0.021509  0 23.431968 0.434496  1  2.603265 0.709124  0
 2042 Ho 145  78  67 -1166.700603 -8.046211 0.007395  0 12.581842 0.015891  0 -0.173506 0.014595  0 23.186810 0.293395  1  3.254070 0.058589  0
 2043 Ho 146  79  67 -1176.890125 -8.060891 0.006570  0 10.189522 0.013965  0  0.272072 0.013095  0 22.771364 0.015066  0  3.423295 0.034506  0
 2044 Ho 147  80  67 -1189.480232 -8.091702 0.004998  0 12.590107 0.011568  0  0.478587 0.011714  0 22.779629 0.012393  0  3.921885 0.114183  0
 2045 Ho 148  81  67 -1199.785685 -8.106660 0.083768  0 10.305453 0.088766  0  1.071643 0.092588  0 22.895560 0.090338  0  4.780867 0.128590  0
 2046 Ho 149  82  67 -1211.512384 -8.130956 0.011920  0 11.726699 0.095688  0  1.063527 0.020652  0 22.032152 0.016918  0  5.457154 0.020005  0
 2047 Ho 150  83  67 -1219.883093 -8.132554 0.014100  0  8.370709 0.026020  0  1.526559 0.023338  0 20.097408 0.097868  0  5.962083 0.026532  0
 2048 Ho 151  84  67 -1229.631219 -8.143253 0.008305  0  9.748126 0.022405  0  1.589576 0.012655  0 18.118835 0.020225  0  6.687282 0.012030  0
